"Gemeinde_Nr","Ja_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Text_d","Text_f"
879,45.8186333067715,"Riggisberg BE","Riggisberg (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Riggisberg hat die Änderung des Bundesgesetzes mit 45,8 Prozent der Stimmen angenommen. Riggisberg stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les électeurs de Riggisberg valident avec 45,8 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Riggisberg vote oui, contrairement à son canton."
880,60.3858201531693,"Rüeggisberg BE","Rüeggisberg (BE)","Rüeggisberg hat mit 60,4 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Rüeggisberg stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Rüeggisberg acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 60,4 pourcents de oui. A l'instar de son canton, Rüeggisberg vote oui."
881,40.5280062928796,"Rümligen BE","Rümligen (BE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Rümligen hat der Änderung des Bundesgesetzes mit 59,5 Prozent Nein-Stimmen verworfen. Rümligen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Rümligen avec 59,5 pourcents de non. Rümligen vote oui, contrairement à son canton."
883,75.0839930260554,"Seftigen BE","Seftigen (BE)","Seftigen hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 2'228 Ja zu 400 Nein. Das entspricht einem Ja-Stimmen-Anteil von 75,1 Prozent. Seftigen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Seftigen avec 75,1 pourcents de oui. A l'instar de son canton, Seftigen vote oui."
884,34.9540994036943,"Toffen BE","Toffen (BE)","65 Prozent Stimmbürgerinnen und Stimmbürger von Toffen haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Toffen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Toffen, les habitants disent non à 65 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Toffen vote oui, contrairement à son canton."
885,15.0834289612249,"Uttigen BE","Uttigen (BE)","15,1 Prozent der Stimmbürgerinnen und Stimmbürger in Uttigen haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Uttigen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","C'est oui à 15,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Uttigen. Uttigen vote oui, contrairement à son canton."
886,47.5175702711567,"Wattenwil BE","Wattenwil (BE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Wattenwil mit 5'739 Ja zu 4'859 Nein angenommen worden. 47,5 Prozent befürworten damit höhere Kinderabzüge. Wattenwil stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Wattenwil, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 47,5 pourcents de oui. Wattenwil vote oui, contrairement à son canton."
888,9.97228026390076,"Wald BE","Wald (BE)","Wald BE hat mit 10 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Wald BE stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Wald (BE) acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 10 pourcents de oui. Wald (BE) vote oui, contrairement à son canton."
889,15.0014669168741,"Thurnen BE","Thurnen (BE)","85 Prozent der Stimmbürgerinnen und Stimmbürger von Thurnen haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Thurnen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Thurnen rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 85 pourcents de non. Thurnen vote oui, contrairement à son canton."
901,16.6928925551474,"Eggiwil BE","Eggiwil (BE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Eggiwil hat der Änderung des Bundesgesetzes mit 83,3 Prozent Nein-Stimmen verworfen. Eggiwil stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Eggiwil avec 83,3 pourcents de non. Eggiwil vote oui, contrairement à son canton."
902,89.8636333178729,"Langnau im Emmental BE","Langnau im Emmental (BE)","89,9 Prozent der Stimmbürgerinnen und Stimmbürger in Langnau im Emmental haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Langnau im Emmental stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","C'est oui à 89,9 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Langnau im Emmental. A l'instar de son canton, Langnau im Emmental vote oui."
903,42.7807953674346,"Lauperswil BE","Lauperswil (BE)","Mit 2'247 Ja zu 70 Nein hat sich Lauperswil für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Lauperswil stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Lauperswil approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 42,8 pourcents de oui. Lauperswil vote oui, contrairement à son canton."
904,8.11756916809827,"Röthenbach im Emmental BE","Röthenbach im Emmental (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Röthenbach im Emmental hat die Änderung des Bundesgesetzes mit 8,1 Prozent der Stimmen angenommen. Röthenbach im Emmental stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les électeurs de Röthenbach im Emmental valident avec 8,1 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Röthenbach im Emmental vote oui, contrairement à son canton."
905,82.4504051823169,"Rüderswil BE","Rüderswil (BE)","In Rüderswil haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 17,5 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Rüderswil stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Rüderswil avec 17,5 de non. A l'instar de son canton, Rüderswil vote oui."
906,98.1108715059236,"Schangnau BE","Schangnau (BE)","98,1 Prozent der Stimmbürgerinnen und Stimmbürger in Schangnau haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Schangnau stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","C'est oui à 98,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Schangnau. A l'instar de son canton, Schangnau vote oui."
907,26.8674140796065,"Signau BE","Signau (BE)","Mit 4'132 Ja zu 3'612 Nein hat sich Signau für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Signau stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Signau approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 26,9 pourcents de oui. Signau vote oui, contrairement à son canton."
908,82.7925442717969,"Trub BE","Trub (BE)","In Trub haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 17,2 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Trub stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Trub avec 17,2 de non. A l'instar de son canton, Trub vote oui."
909,90.994989941828,"Trubschachen BE","Trubschachen (BE)","Trubschachen ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 9 Prozent Nein verworfen. Trubschachen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Trubschachen refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 9 pourcents de non. A l'instar de son canton, Trubschachen vote oui."
921,41.4134333608672,"Amsoldingen BE","Amsoldingen (BE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Amsoldingen hat die Änderung des Bundesgesetzes mit 41,4 Prozent der Stimmen angenommen. Amsoldingen stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les électeurs de Amsoldingen valident avec 41,4 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Amsoldingen vote oui, contrairement à son canton."
922,72.9575980454683,"Blumenstein BE","Blumenstein (BE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Blumenstein mit 27 Prozent abgelehnt worden. Blumenstein stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","C'est non à 27 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Blumenstein. A l'instar de son canton, Blumenstein vote oui."
923,38.3844105992466,"Buchholterberg BE","Buchholterberg (BE)","61,6 Prozent Stimmbürgerinnen und Stimmbürger von Buchholterberg haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Buchholterberg stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Buchholterberg, les habitants disent non à 61,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Buchholterberg vote oui, contrairement à son canton."
924,61.3011012552306,"Eriz BE","Eriz (BE)","61,3 Prozent der Stimmbürgerinnen und Stimmbürger in Eriz haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Eriz stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","C'est oui à 61,3 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Eriz. A l'instar de son canton, Eriz vote oui."
925,34.4834175193682,"Fahrni BE","Fahrni (BE)","Mit 7'212 Ja zu 5'439 Nein hat sich Fahrni für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Fahrni stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Fahrni approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 34,5 pourcents de oui. Fahrni vote oui, contrairement à son canton."
927,10.4540603468195,"Heiligenschwendi BE","Heiligenschwendi (BE)","Mit 5'975 Nein zu 1'920 Ja haben die Stimmbürgerinnen und Stimmbürger von Heiligenschwendi höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 89,5 Prozent. Heiligenschwendi stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","A Heiligenschwendi, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 89,5 pourcents de non. Heiligenschwendi vote oui, contrairement à son canton."
928,3.96500665228814,"Heimberg BE","Heimberg (BE)","Heimberg ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 96 Prozent Nein verworfen. Heimberg stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Heimberg refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 96 pourcents de non. Heimberg vote oui, contrairement à son canton."
929,55.8669169899076,"Hilterfingen BE","Hilterfingen (BE)","Mit 1'334 Nein zu 351 Ja haben die Stimmbürgerinnen und Stimmbürger von Hilterfingen höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 44,1 Prozent. Hilterfingen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","A Hilterfingen, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 44,1 pourcents de non. A l'instar de son canton, Hilterfingen vote oui."
931,48.6317032016814,"Homberg BE","Homberg (BE)","51,4 Prozent der Stimmbürgerinnen und Stimmbürger von Homberg haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Homberg stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Homberg rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 51,4 pourcents de non. Homberg vote oui, contrairement à son canton."
932,87.4093639897183,"Horrenbach-Buchen BE","Horrenbach-Buchen (BE)","87,4 Prozent der Stimmbürgerinnen und Stimmbürger von Horrenbach-Buchen haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Horrenbach-Buchen stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","A Horrenbach-Buchen, les habitants disent oui à 87,4 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Horrenbach-Buchen vote oui."
934,57.3962367605418,"Oberhofen am Thunersee BE","Oberhofen am Thunersee (BE)","42,6 Prozent Stimmbürgerinnen und Stimmbürger von Oberhofen am Thunersee haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Oberhofen am Thunersee stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","A Oberhofen am Thunersee, les habitants disent non à 42,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Oberhofen am Thunersee vote oui."
935,53.6828026175499,"Oberlangenegg BE","Oberlangenegg (BE)","46,3 Prozent der Stimmbürgerinnen und Stimmbürger von Oberlangenegg haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Oberlangenegg stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Oberlangenegg rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 46,3 pourcents de non. A l'instar de son canton, Oberlangenegg vote oui."
936,79.5897430041805,"Pohlern BE","Pohlern (BE)","Mit 6'832 Ja zu 4'607 Nein hat sich Pohlern für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Pohlern stimmt bei dieser Vorlage damit gleich wie der Kanton Bern Ja.","Les habitants de Pohlern approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 79,6 pourcents de oui. A l'instar de son canton, Pohlern vote oui."
938,20.226738974452,"Sigriswil BE","Sigriswil (BE)","Mit 5'812 Ja zu 4'986 Nein hat sich Sigriswil für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Sigriswil stimmt damit bei dieser Vorlage anders der Kanton Bern, der Nein gesagt hat.","Les habitants de Sigriswil approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 20,2 pourcents de oui. Sigriswil vote oui, contrairement à son canton."
